id,CAGE-Code,GP-Nummer,Kreditor-Nr,Name 1
1997,72825,1000050600,0002060678,Eby Corp.
1998,C2892,1000046347,0002023215,"ECE GmbH, Systeme für Luftfahrt und"
1999,F6840,1000048885,0002052233,ECET Europeenne de Conception
2000,KG976,1000055870,0002159995,ECHA Microbiology Ltd
2001,CB835,1000057182,0002168855,ECI Telecom GmbH
2002,04CP9,1000059074,0002188424,ECI TELECOM INC.
2003,0330A,1000058873,0002194957,ECI Telecom LTD
2004,SX598,1000023017,0002009632,Eckold AG
2005,C0198,1000051821,0002083211,Eckstein GmbH
2006,00JR8,1000053450,0002102838,Eclipse Aeronautical Corporation
2007,3608N,1000058088,0002190635,"Eco Technologies Planungs-,"
2008,9S286,1000050164,0002064653,Eco-Air Products Inc
2009,85884,1000049516,,Ecolab Inc.
2010,SAA81,1000008426,0002017323,École polytechnique fédérale
2011,FA7U2,1000058316,0002175829,ECRIN SYSTEMS
2012,F7761,1000049709,0002064031,ECT Industries
2013,24856,1000058762,0002191341,Ectron Corporation
2014,S3657,1000044231,0002013951,Ed. Schüpbach AG
2015,31781,1000051732,0002088454,Edac Inc.
2016,C7277,1000058359,0002192493,edding International GmbH
2017,D2782,1000055011,0002129630,Edelrid Gmbh & Co. KG
2018,D0606,1000046362,0002022487,Edgar Hausmann GmbH
2019,SC753,1000056519,0002174749,EDIMAX TECHNOLOGY CO.
2020,05955,1000057334,0002176608,EDKO ELECTRONICS
2021,0Z3C6,1000052207,0002081969,"EDMO Distributors, Inc."
2022,97197,1000045928,0002015936,Edmund Scientific Company
2023,09017,1000051223,0002072490,Edo
2024,00752,1000053178,0002106426,EDO Corp
2025,U1816,1000057984,0002162264,Edo MBM Technology Ltd
2026,C8481,1000057251,0002169149,EFB-ELEKTRONIK GMBH
2027,F6764,1000045707,0002015941,Efer Endoscopy
2028,FA3B2,1000050468,0002068495,Effa Etudes Sàrl
2029,C3134,1000056668,0002173688,EFFBE GmbH
2030,55761,1000058789,0002181024,Efratom Time & Frequency Prod.
2031,18915,1000049546,0002052987,EG & G Birtcher Industrial Products
2032,59841,1000059210,0002194847,EG AND G ROTRON REGENERATIVE BLOWER
2033,18178,1000049263,0002052043,EG and G Vactec Inc
2034,05820,1000049243,0002052173,EG and G Wakefield Engineering
2035,AA70N,1000058273,0002179586,EG Electronics AB
2036,SF953,1000051291,0002075690,Egston Eggenburger System
2037,SHJ62,1000040750,0002088353,EH Europe GmbH
2038,STR51,1000032191,0002021251,Eichenberger Gewinde AG
2039,1V660,1000047009,0002025271,Eichweber Kurt GmbH *Übernommen*
2040,S7401,1000049822,0002062331,Eigenbrodt H. AB
2041,C4678,1000053737,0002123454,Eisenwerk Würth GmbH
2042,S7681,1000051720,0002078814,Eizo Corp.
2043,C3269,1000051582,0002078789,EJOT GmbH & Co. KG
2044,1148M,1000057298,0002168997,EKOM SPOL. S R.O.
2045,19690,1000054228,0002117084,Ekstrom Carlson & Co
2046,CF207,1000058534,0002181442,EKU KABEL & SYSTEME GMBH & CO. KG
2047,C3754,1000058332,0002191893,ELABO GmbH
2048,97160,1000053963,0002116092,Elantas PDG Inc
2049,64762,1000049291,0002049129,Elantec Inc
2050,F0060,1000049609,0002058793,Elastofrance Industrie
2051,D8224,1000054089,0002117933,ELBE Schleifmittelwerk GmbH
2052,C0897,1000050855,0002067853,Elbe Willi Gelenkwellen GmbH & Co.
2053,13567,1000052187,0002077904,Elbit Syst. of America Night Vision
2054,SF982,1000045929,0002016988,Elbit Systems C4I & Cyber ltd.
2055,2291A,1000054899,0002129171,Elbit Systems C4I and Cyber Divisio
2056,3686A,1000054986,0002134345,Elbit Systems C4I and Cyber Ltd
2057,2288A,1000049664,0002058269,Elbit Systems Ltd
2058,2282A,1000048133,0002038683,Elbit Systems SAR and Data Links -
2059,SF124,1000004099,0002002532,Elbro AG
2060,H3775,1000054226,0002112633,Elcee Holland BV
2061,SUX60,1000000479,0002147965,Elco AG
2062,91662,1000050368,0002060861,Elco Corp.
2063,R4219,1000058383,0002191310,Elcold Frysere Hobro ApS
2064,08748,1000047670,0002045172,Eldec Corp
2065,F9763,1000053167,0002102265,Eldec France Sarl
2066,C4011,1000051917,0002083507,Eldon GmbH
2067,30463,1000050547,0002061118,Elecsys Inc
2068,32590,1000058671,0002196385,ELECTRICAL INSTRUMENT
2069,31461,1000051069,0002073399,Electro Adapter Inc
2070,H0M65,1000059017,0002193634,Electro Cirkel B.V.
2071,14752,1000048668,0002047509,Electro Cube Inc.
2072,18853,1000050493,0002066293,Electro Dynamics Cristal Corp
2073,4H538,1000054434,0002121540,Electro Enterprises Inc
2074,27751,1000047375,0002029166,Electro Optical Industries Inc
2075,F8437,1000059041,0002194061,ELECTRO PJP
2076,11837,1000049837,0002059518,Electro Scientific Industries Inc
2077,62713,1000050265,0002067310,Electrochem Industries
2078,64131,1000058697,0002191885,Electrodata Inc
2079,10236,1000046583,0002022443,Electrodynamics Inc.
2080,02324,1000051028,0002070891,Electrohome Ltd
2081,C8820,1000051528,0002069696,Electrolube-Germany
2082,1M813,1000053253,0002103229,Electromechanical Systems Inc.
2083,99515,1000058098,0002196564,Electron Products Incorporated
2084,50558,1000051262,0002076082,Electronic Concepts Inc
2085,20169,1000053438,0002108311,Electronic Designs Inc
2086,83701,1000049994,0002063449,Electronic Devices Inc
2087,23480,1000055181,0002137771,Electronic Hardware Corporation
2088,80131,1000048524,0002045548,Electronic Industries Association
2089,10226,1000056708,0002173330,Electronic Navigation Industries
2090,13571,1000058941,0002196642,Electronic Research Co
2091,98927,1000050148,0002065430,Electronic Specialty Corp
2092,72149,1000051012,0002069104,Electronic Transformer Corp.
2093,02230,1000054263,0002116966,Electronics of Clearfield Inc
2094,F2924,1000056302,0002174459,Electronique Aerospatiale
2095,26073,1000053441,0002100481,Electrorack Enclosure Products
2096,82121,1000050123,0002057989,Electroswitch Corp
2097,76854,1000054223,0002117768,Electroswitch Corp.
2098,SNM44,1000008049,0002045351,Elekon AG
2099,S8130,1000029583,0002002520,ELEKTRO-MATERIAL AG
2100,D2638,1000053583,0002114473,Elektro-Metall Export GmbH
2101,S5481,1000030638,0002002522,Elektron AG
2102,C1272,1000056354,0002174554,Elektro-Navigation Schick & Co GmbH
2103,CB672,1000055584,0002157865,Elektronen-Optik-Service GmbH
2104,N0109,1000051387,0002076218,Elektroskandia AS
2105,A0774,1000047955,0002044580,Elesa S.P.A.
2106,1816N,1000057221,0002167831,ELESA+GANTER AUSTRIA GMBH
2107,S3743,1000042953,0002002523,Elesta Elektrotechnik AG
2108,F2429,1000050460,0002068452,Elf Antar France
2109,A158N,1000058844,0002197400,Elfa Distrelec AB
2110,0JGV9,1000048531,0002046047,Elgar Corp. Sorensen Div.
2111,D1483,1000050390,0002066251,Elges Helmut GmbH
2112,S7341,1000046426,0002015950,Elisra Electronic Systems Ltd.
2113,09199,1000059122,0002196674,Elite Electronic Engineering Inc
2114,KA861,1000051814,0002080595,Elixair International Ltd.
2115,D2657,1000057335,0002161369,Elke Technik GmbH
2116,FAK74,1000050456,0002068163,Elkem Silicones France SAS
2117,CE647,1000050951,0002072570,Elko Gmbh
2118,H3380,1000058141,0002183633,Ellis Enterprises BV
2119,S3250,1000002011,0002009695,Elma Electronic AG
2120,KC621,1000058589,0002184782,ELMA ELECTRONIC UK LTD
2121,D8421,1000048458,0002045524,Elma Hans Schmidbauer GmbH & Co KG
2122,F0982,1000057131,0002187366,ELMO Industries
2123,U3832,1000058548,0002183930,ELMWOOD SENSORS LTD
2124,F6122,1000047970,0002044207,Elno SN
2125,1CEX6,1000051807,0002079973,Elo Touch Systems
2126,C2329,1000058389,0002179086,Elobau GmbH & Co. KG
2127,D1326,1000049644,0002057441,Elora Werkzeugfabrik GmbH
2128,C5621,1000052237,0002090939,ELP GmbH European Logistic Partners
2129,12406,1000051050,0002070858,Elpac Electronics Inc
2130,R4406,1000058302,0002175945,ELPRESS A/S
2131,SJVA0,1000004113,0002009754,ELPRO-BUCHS AG
2132,D8175,1000053268,0002108515,Elring Klinger AG
2133,C5824,1000052003,0002081901,Elringklinger
2134,DN647,1000052235,0002091821,Elspec GmbH
2135,F6614,1000053755,0002121094,ELTA
2136,S0131,1000046496,0002015957,ELTA Systems Ltd
2137,C3198,1000057333,0002166544,ELTAKO GMBH SCHALTGERAETE
2138,CB109,1000046377,0002015955,ELV Elektronik AG
2139,SJ189,1000003384,0002083714,ELWET AG
2140,SW923,1000047012,0002027144,EM Elektro-Material AG
2141,0U124,1000051207,0002067989,eMagin Corporation
2142,1GGM1,1000059016,0002188528,Embarcadero
2143,001JK,1000051112,0002071616,EMBRAER - Emprêsa Brasileira  de
2144,S0095,1000024698,0002027038,Emca Electronic AG
2145,C8583,1000052908,0002101965,Emca Elektromech. Bauteile GmbH
2146,C7043,1000053558,0002124505,EMCO Elektronik GmbH
2147,S8128,1000042128,0002005687,EMCT Swiss-ConnTec SA
2148,52727,1000054980,0002138958,Emergency Beacon Corporation
2149,55959,1000048466,0002045928,Emergency Power Enginering
2150,0JMR7,1000047735,0002045173,Emerson and Cuming Inc
2151,62274,1000046405,0002015966,Emerson Electric Co
2152,01556,1000047609,0002039925,Emhart Fastening Systems Group
2153,K0017,1000047822,0002039917,Emhart Fastening Teknologies
2154,CE937,1000053525,0002123844,EmiCo GmbH
2155,S4305,1000043332,0002003000,Emil Leibundgut AG
2156,C4699,1000057324,0002177812,Emil Otto GmbH
2157,SH844,1000034519,0002011231,EMITEC AG
2158,C2285,1000049306,0002048934,EMKA Beschlagteile GmbH & Co. KG
2159,19428,1000053676,0002123762,Empire Abrasive Equipment Comp.
2160,R4737,1000053091,0002107663,Emporium GmbH d/b/a
2161,13619,1000058726,0002179907,EMS Development Corporation
2162,38473,1000054511,0002121808,EMS Technologies Canada Ltd
2163,S5289,1000001656,0002010053,EMTEQ Europe GmbH in
2164,C6513,1000051359,0002069308,EMV Electronic Service GmbH
2165,AY65N,1000057845,0002185485,ENCITECH CONNECTORS AB
2166,0TTE4,1000057900,0002182784,End To End Inc.
2167,7KJ69,1000057528,0002172291,Endeavor Robotics
2168,62228,1000048297,0002040970,Endevco Corp.
2169,F9106,1000046450,0002022445,Endevco France SA
2170,C6472,1000055902,0002156171,Endrich Bauelemente Vertriebs GmbH
2171,SAHG3,1000041006,0002079433,Enercon Technologies Europe AG
2172,F0322,1000055284,0002130757,Energizer Group France
2173,19209,1000051146,0002071983,Energizer Power Systems
2174,SW957,1000033089,0002012985,ENERGIZER SA
2175,U0155,1000058366,0002189377,ENERGIZER WILKINSON SWORD
2176,F1797,1000050464,0002068443,Energy Valves
2177,F6882,1000059036,0002192812,ENERPAC
2178,5AVD1,1000058131,0002175978,Enerpac (Actuant)
2179,C3005,1000052577,0002103234,Enerpac GmbH
2180,0WY95,1000053979,0002114294,Enersys Energy Products Inc.
2181,FA613,1000058089,0002183975,ENERSYS SARL
2182,37EW8,1000056773,0002174668,Enflite Inc.
2183,90598,1000049477,0002057229,Engineered Air Systems Inc
2184,21439,1000054121,0002117944,Engineered Arresting Systems
2185,4ZT22,1000056508,0002153182,Engineered Plastic Products Inc.
2186,5T526,1000050157,0002062238,Eni Power Systems Inc
2187,24403,1000047840,0002045175,Enidine Inc
2188,S7150,1000029335,0002044670,Enraf Tanksystem AG
2189,96336,1000050541,0002068026,Ensign-Bickford Aerospace & Defense
2190,0RH94,1000056973,0002172853,Ensign-Bickford Inc. Optical Tech
2191,02258,1000055879,0002147591,"Enthone, Inc."
2192,C4740,1000058570,0002181332,Entrak GmbH
2193,D8956,1000050496,0002066286,Entrelec-Fanal GmbH & Co. KG
2194,99872,1000052290,0002090459,Entron Industries LP
2195,0B9E8,1000054917,0002126358,"Enviro Systems, Inc."
2196,ZG088,1000058325,0002181199,Enware Australia Pty Ltd
2197,2469N,1000053773,0002114292,Enzfelder GmbH
2198,D1180,1000049883,0002062272,Epcos AG
2199,0LT81,1000046981,0002026121,EPI Elmore Products Inc.
2200,81646,1000055897,0002147408,Epicor Industries Inc
2201,C2055,1000046382,0002022447,Epoxy Produkte GmbH
2202,33246,1000053448,0002100728,Epoxy Technology Inc
2203,1M9V0,1000053750,0002116124,Epoxylite Corp The
2204,11147,1000050239,0002064548,Epoxylite Corporation
2205,D4149,1000057516,0002161316,EPPENDORF AG
2206,20751,1000050155,0002062240,Eppley Laboratory Inc
2207,0293A,1000058126,0002180054,Epsilor Electric Fuel Ltd.
2208,U3989,1000058467,0002178699,EPSON (UK) LTD
2209,61722,1000049862,0002058936,Epson America Inc.
2210,S5376,1000058422,0002180013,EPSON CORPORATION HEAD OFFICE
2211,C7197,1000006245,0002015981,Epson Deutschland GmbH
2212,H0H90,1000057172,0002168107,EPSON EUROPE B.V.
2213,A6389,1000056394,0002174061,EPSON ITALIA SPA
2214,C4755,1000053768,0002113760,ept GmbH & Co. KG
2215,C8224,1000056883,0002170779,eQ-3 AG
2216,27637,1000058642,0002196556,ERA MFG Co
2217,FAVD1,1000057391,0002167720,ERARD PRO
2218,C9071,1000053304,0002102335,Ergotron Deutschland GmbH
2219,0AB65,1000056659,0002162588,"ERGOTRON, INC."
2220,F0049,1000053547,0002116744,Eribe ETS
2221,S3723,1000050714,0002068530,Ericsson Austria GmbH
2222,98425,1000049153,0002051288,Erie Engineered Products Inc
2223,72982,1000048111,0002038338,Erie Specialty Products INC
2224,CH991,1000056165,0002173753,ERIKS Deutschland GmbH
2225,F1271,1000056303,0002162750,Eriks France
2226,CH434,1000052836,0002104708,Eriks NordWest GmbH
2227,C2374,1000053706,0002122939,Erima GmbH
2228,6V439,1000053484,0002106753,Erni Components Inc
2229,S3021,1000001544,0002002546,ERNI Electronics AG
2230,C0410,1000051297,0002075789,Erni-Elektro-Apparate GmbH
2231,SAY49,1000031011,0002003276,Ernst Ramseier
2232,CH045,1000059109,0002194475,Ernst Wagener Hydraulikteile GmbH
2233,D5370,1000058211,0002191865,Ersa GmbH
2234,F8794,1000053176,0002101953,Eryma Security Systems
2235,25413,1000058754,0002179159,ES Beta Inc
2236,H1P32,1000052757,0002108763,ESA European Space Agency
2237,SJ228,1000001450,0002002551,ESA-Einkaufsorganisation des
2238,24805,1000046422,0002015990,ESC Inc.
2239,D1136,1000058867,0002188137,Eschenbach Optik GmbH
2240,DL770,1000047744,0002038836,ESD Electronic System Design GmbH
2241,3PMD1,1000057337,0002166266,Esensors Inc.
2242,C3002,1000046375,0002015991,ESG Elektroniksystem- und
2243,F0215,1000049462,0002052889,ESPA SA
2244,D9829,1000054028,0002122243,Esselte Leitz GmbH & Co KG
2245,19062,1000048907,0002050200,Essex Cryogenics of Missouri Inc
2246,83533,1000044517,0002045178,Essex Industries Inc
2247,55469,1000054090,0002114515,Essex Precision Controls Inc
2248,CA874,1000052670,0002105057,ESSKA.de GmbH
2249,A0814,1000053709,0002122153,ESSO Italiana SPA
2250,D8888,1000051567,0002088231,Esti-Apparatebau
2251,0UAU4,1000057875,0002183007,"E-Switch, Inc."
2252,04071,1000046493,0002015989,E-Systems Melpar Employee
2253,F9553,1000050853,0002070832,ETA Electro Technique
2254,D8885,1000047846,0002038422,E-T-A Elektrotechnische
2255,F0355,1000053589,0002116866,Etablissements Caillau
2256,F3533,1000052972,0002101390,Etablissements Mespoulet Jean
2257,F0794,1000048708,0002050686,ETRI Convergie Group
2258,FA7J0,1000050857,0002070752,Ets A. Deschamps et Fils
2259,F1817,1000054632,0002126505,ETS Gabriel & Cie
2260,C0882,1000048812,0002048509,Ettinger GmbH
2261,S3304,1000001055,0002013421,Eugen Seitz AG
2262,C6702,1000055178,0002131200,EUMA tec GmbH
2263,0RA06,1000053941,0002123676,Eureka Chemical Co
2264,AA374,1000057031,0002187549,EURELETTRONICA ICAS SRL
2265,F2049,1000052250,0002091252,Eurista
2266,F7942,1000055974,0002158961,Euro Decoupe
2267,AJ201,1000056114,0002165497,EURO Technologies S.r.l.
2268,B5934,1000057160,0002171785,Eurocircuits N.V.
2269,0GE45,1000050356,0002067228,Euro-Composites S.A.
2270,C7095,1000046380,0002022458,Eurodis Enatechnik Electronics
2271,C7503,1000057035,0002171845,Eurofighter Jagtflugzeuge GmbH
2272,F7117,1000047695,0002045184,European Space Agency ESA/SCCG
2273,DM327,1000055576,0002158737,Europoles GmbH & Co. KG
2274,U5554,1000054229,0002119657,Euroquartz Ltd
2275,FAE03,1000050321,0002065883,Euro-Shelter
2276,SAWL9,1000016121,0002004583,EUROTECH NEOVAL AG
2277,A8363,1000052413,0002081432,Eurotron Instruments S.p.A.
2278,4JBC3,1000054414,0002121918,Eutectic Corp
2279,06MN5,1000052886,0002109973,Evans Capacitor Co
2280,0JY72,1000046581,0002022459,Evco Tape Co.
2281,SVQ32,1000057788,0002183121,"EVE ENERGY CO., LTD"
2282,83740,1000050869,0002073626,Eveready Battery Co Inc
2283,8F024,1000055528,0002146124,Everlube Products
2284,CE079,1000052592,0002098899,Evers GmbH
2285,00625,1000054486,0002121792,Eversharp Pen Company
2286,FARS6,1000056643,0002173288,EVOLIS
2287,D3377,1000056720,0002162708,Evonik Industries AG
2288,D2204,1000047057,0002033836,EVONIK Röhm GmbH
2289,S3285,1000002713,0002011907,Ewellix Switzerland AG
2290,CH498,1000057243,0002167338,EXACLAIR GMBH
2291,52063,1000047828,0002045185,Exar Integrated Systems
2292,0DY94,1000056932,0002143403,Excalibur Systems Inc
2293,SJ785,1000056286,0002173873,Excelsys Technologies Ltd
2294,24363,1000049084,0002052031,Executive Instruments Inc.
2295,D7505,1000048963,0002052489,Exide Automotive Batterie GmbH
2296,SC287,1000048743,0002050720,Exide Batteriewerke GmbH
2297,6PX45,1000056474,0002174308,Exodus Dynamics
2298,0156B,1000053519,0002118389,Expal Systems SA
2299,SGG19,1000017667,0002009904,Exped AG
2300,AP450,1000056088,0002164102,EXPLORER CASES
2301,DM766,1000054939,0002138022,EXSYS Vertriebs GmbH
2302,3EK66,1000056615,0002164022,"Extreme Engineering Solutions, Inc."
2303,H0W43,1000050945,0002067839,Extron Electronics Europe
2304,F1379,1000046438,0002022457,Exxelia SAS
2305,80738,1000049849,0002057671,Exxon Corp.
2306,D1123,1000049635,0002059346,ExxonMobil Aviation
2307,0TS34,1000054862,0002140068,ExxonMobil Corporation
2308,B1778,1000057331,0002167549,Exxonmobil Europe
2309,SC146,1000051127,0002072728,EYAL MAG LTD.
2310,3838N,1000054294,0002112580,F. LIST GMBH
2311,A1298,1000057508,0002169077,F.I.A.M.M. FABBRICA ITALIANA
2312,14397,1000050245,0002065306,Faber Enterprises Inc
2313,DL911,1000052541,0002110073,FABORY
2314,H3620,1000058067,0002189854,Fabory Nederland
2315,F7765,1000051543,0002078996,Fabre Mesurelec SA
2316,C5702,1000053553,0002115897,Fabreeka GmbH Deutschland
2317,SY410,1000031911,0002026825,Fabrimex Systems AG
2318,90005,1000048609,0002050201,Facet Enterprises Inc
2319,F0541,1000050815,0002068959,Facom SA
2320,K0711,1000058750,0002191351,Facom UK Limited
2321,F5524,1000051270,0002075796,Facon S.A.
2322,D2456,1000048033,0002045387,FAG Sales Europe GmbH
2323,1706B,1000047643,0002039760,Fagor Electronica S Coop Ltda
2324,SJ412,1000001648,0002004589,Fahrzeugbedarf AG
2325,7X415,1000054852,0002128395,Fairchild Aircraft Inc
2326,01359,1000053738,0002115870,Fairchild Controls Corp
2327,71286,1000047951,0002043972,Fairchild Corp. Camloc Products Div
2328,92215,1000049327,0002049038,Fairchild Fasteners
2329,5R793,1000051741,0002069668,Fairchild Fasteners
2330,C4293,1000050186,0002066621,Fairchild Fasteners Europe VSD GmbH
2331,D0680,1000051394,0002069295,Fairchild Fasteners Europe-Camloc G
2332,0X872,1000049252,0002049666,Fairchild Fasteners Rosan Products
2333,K1678,1000054081,0002115036,Fairchild Fasteners UK Ltd
2334,F9612,1000056296,0002152815,Fairchild Semiconductor
2335,07933,1000048944,0002050234,Fairchild Semiconductor Corp.
2336,07263,1000048955,0002047802,Fairchild Semiconductor Corp.
2337,59621,1000051103,0002067462,Fairchild Semiconductor Corp.
2338,7D893,1000058778,0002191504,FAIRCHILD SEMICONDUCTOR CORPORATION
2339,34899,1000046576,0002022464,Fair-Rite Products Corp.
2340,3FKR5,1000056752,0002152400,Fairview Microwave Inc.
2341,U0GC3,1000058132,0002180161,Fairway Hydraulics Ltd
2342,068Z5,1000046577,0002022463,Falcon Aerospace
2343,02670,1000054703,0002139485,Falcon Safety Products Inc.
2344,00736,1000052983,0002109056,Falls Filtration Technologies Inc
2345,U0772,1000057934,0002169003,Farecla Products Ttd
2346,R3482,1000058401,0002191711,Farnell Danmark A/S
2347,C7817,1000055093,0002129752,Farnell Electronic Services GmbH
2348,1611N,1000058840,0002188591,FARNELL GMBH
2349,K2760,1000047669,0002045189,Farnell Instruments Ltd
2350,K0F76,1000059175,0002192806,FARNELL PLC
2351,21585,1000048744,0002050038,Farr Co
2352,D8889,1000050710,0002069039,Farymann Diesel GmbH
2353,1675N,1000050125,0002059889,Fasching Salzburg GmbH
2354,A3967,1000047692,0002045272,Fassi Gru Idrauliche Spa
2355,97212,1000052888,0002095283,Fast Lighting Devices
2356,A0953,1000051887,0002083592,Fast Spare Parts S.R.L.
2357,SCV48,1000020714,0002008099,FASTECH AG
2358,58998,1000049091,0002049798,Fastener Innovation Technology Inc.
2359,04967,1000049405,0002049104,Fastener Specialty Inc
2360,64878,1000051471,0002075062,Fastening Systems Intl
2361,CK569,1000058047,0002184960,FATH GMBH
2362,51439,1000046579,0002022460,Fatigue Technology Incorporation
2363,S3705,1000003182,0002002566,Fatzer AG
2364,C0678,1000049630,0002063338,"Faulhaber, Dr. Fritz GmbH & Co KG"
2365,K3754,1000051335,0002076332,FAUN Municipal Vehicles Ltd.
2366,F0755,1000046676,0002029398,Faure Herman
2367,SBMR2,1000059271,0002193981,"faytech Tech. Co., Ltd."
2368,D9422,1000049460,0002053217,FCI Deuschland GmbH
2369,FAN17,1000058462,0002180991,FCI France
2370,22526,1000049238,0002052222,FCI USA LLC
2371,C1129,1000047709,0002045198,FCT electronic GmbH
2372,DM026,1000058333,0002196525,Fechtel Transportgeräte GmbH
2373,A4076,1000057618,0002161617,FEDEGARI AUTOCLAVI SPA
2374,08125,1000049766,0002062270,Federal Aviation Administration
2375,58536,1000052272,0002089023,Federal Commercial
2376,81851,1000055848,0002160341,Federal Mogul Corporation
2377,54736,1000054296,0002116927,Federal Prison Industries Inc
2378,81348,1000047076,0002030326,Federal Specifications
2379,D2342,1000046446,0002016125,Federal-Mogul Burscheid GmbH
2380,A0921,1000051956,0002083515,Federal-Mogul Corp. Ignition S.R.L.
2381,39CB6,1000049612,0002063932,Federal-Mogul Corp. Systems Pro
2382,F8784,1000050316,0002066950,Federal-Mogul Corp. Systems Pro
2383,KB169,1000054483,0002121652,Federal-Mogul Corp. Systems Pro
2384,01212,1000048886,0002047799,Federal-Mogul Corporation
2385,C2173,1000056221,0002163900,FEDERAL-MOGUL DEVA GMBH
2386,D8900,1000057774,0002161770,Federal-Mogul Wiesbaden GmbH
2387,C3224,1000050742,0002072049,Federntechnik Knörzer GmbH
2388,D5589,1000047005,0002025288,Feinmechanische Werke Mainz GmbH
2389,D8285,1000050440,0002060740,Feinwerkbau Westinger &
2390,U9259,1000051163,0002072165,Fel Avionics Limited
2391,S4878,1000001215,0002002579,Felco SA
2392,S3109,1000030148,0002001623,Feller AG
2393,0069N,1000055079,0002136187,FELLER GmbH
2394,63090,1000057542,0002182783,Fellowes Inc.
2395,D2148,1000048792,0002047236,Felten & Guilleaume
2396,D1340,1000046340,0002022441,Feltron Elektronik
2397,0JM37,1000058761,0002181470,Fernco Inc.
2398,0XLB7,1000046477,0002016020,Ferranti DSD Display Syst. Div.
2399,K0663,1000046424,0002016022,Ferranti Technologies Ltd
2400,A6792,1000058046,0002190634,FERRI / Headquarter
2401,F4961,1000058168,0002180388,Ferro France S.A.R.L.
2402,R0005,1000049703,0002058038,Ferroperm A/S
2403,3RMR9,1000052307,0002088873,Ferroxcube USA
2404,H7301,1000057641,0002182796,FESTO B.V.
2405,D8293,1000047719,0002045199,Festo KG
2406,U3959,1000059187,0002187954,FESTO LTD
2407,C6715,1000052522,0002100116,Feuerherdt GmbH
2408,D9054,1000058064,0002184390,FHF FUNKE+HUSTER FERNSIG GMBH
2409,A5142,1000063207,2199182,Fiamma SpA
2410,A0084,1000056335,0002172566,Fiar SPA
2411,26348,1000048227,0002044722,Fiber-Resin Corp.
2412,CH001,1000055758,0002158279,Fibox GmbH
2413,KD3N9,1000056539,0002163745,FIBREFAB LTD
2414,C0946,1000057553,0002168580,Fibro GmbH
2415,U8040,1000047802,0002043908,Fibron BX Ltd
2416,F6676,1000052636,0002109247,Fichet S. A.
2417,A0950,1000056300,0002156824,Ficomirrors S.r.L Italia
2418,F0002,1000059018,0002195090,FIEEC
2419,11956,1000049446,0002049546,Field Plastics Inc
2420,0M2C4,1000053629,0002121097,FIELDTECH AVIONICS & INSTRUMENTS
2421,C8139,1000058815,0002196872,Fietz Thermoplast GmbH
2422,0JJP1,1000048046,0002045203,Filcom Microwave Inc
2423,C3791,1000050342,0002065684,Filcon Electronic GmbH
2424,K6705,1000051090,0002068526,Filmcap Ltd
2425,F3896,1000055286,0002131125,Filtrauto
2426,81831,1000049598,0002063896,Filtron Co. Inc.
2427,U3336,1000051116,0002072016,Filtronic Components Ltd.
2428,C6044,1000049658,0002059519,FIMAG Finsterwalder
2429,FAXX4,1000055536,0002146029,FIMM France
2430,FA7C9,1000055047,0002129775,Finder France
2431,D5353,1000058295,0002191902,FINDER GmbH
2432,H1L74,1000051938,0002081813,Finder Relais
2433,04QB3,1000057344,0002187308,FINDER RELAYS INC
2434,A3726,1000053743,0002121246,Finder S.P.A.
2435,1RUX5,1000055287,0002129832,Finisar Corporation
2436,A0126,1000046464,0002023032,Finmeccanica S.p.a. Helicopters Div
2437,U6130,1000055654,0002158178,Fiobus Ltd
2438,F3422,1000051269,0002075797,Firadec
2439,U3061,1000054710,0002128056,Fire Fighting Enterprises Ltd
2440,CF212,1000058004,0002196888,firedect GmbH
2441,1902N,1000057454,0002178202,fireKraft AUSTRIA
2442,Q3391,1000055783,0002145226,Firstronics Components Pte Ltd
2443,22375,1000050128,0002064225,Fischer and Porter Co.
2444,FAQF9,1000057713,0002160874,Fischer Connectors
2445,C8028,1000057646,0002165504,Fischer Connectors GmbH
2446,S3345,1000002280,0002010011,Fischer Connectors SA
2447,C0935,1000047767,0002044038,Fischer Elektronik GmbH
2448,DM077,1000054493,0002128841,Fischer GmbH
2449,C6177,1000049302,0002049413,Fischer Panda GmbH
2450,SJ239,1000000411,0002002595,Fischer Söhne AG
2451,D2556,1000057507,0002185279,Fischerwerke GmbH & Co. KG
2452,22527,1000054284,0002116951,Fisher Scientific Co L.L.C
2453,K0419,1000058297,0002189629,FISHER SCIENTIFIC U.K. LIMITED
2454,A028G,1000058073,0002189266,Fiskars Group
2455,019L2,1000052070,0002086948,FITZ AEROSPACE
2456,F0560,1000058308,0002196379,FIVES-CAIL BABCOCK SA
2457,2V320,1000054868,0002141247,FLAME Enterprises Inc.
2458,14439,1000054083,0002121368,Flamemaster Corp
2459,91145,1000047851,0002045446,"Fleet Readiness Center-Southwest,"
2460,B5120,1000053588,0002123845,Fleetguard NV Cummins
2461,56963,1000053261,0002105455,Fleetwood Electronics Inc
2462,D2418,1000049474,0002052904,Flender A. Friedr. GmbH
2463,C4978,1000046279,0002016044,Flensburger Fahrzeugbau GmbH
2464,D1708,1000052020,0002082398,Flexa GmbH & Co KG
2465,52214,1000056929,0002143404,Flexco Microwave Inc
2466,D1731,1000056365,0002152912,FLEX-Elektrowerkzeuge GmbH
2467,07099,1000051519,0002074331,Flexfab Moxness LLC
